,href,title,verse,id
355,https://rustih.ru/osip-mandelshtam-peremenilos-vse-zemnoe/,Переменилось все земное,"
Переменилось все земное,
И лишь не сбросила земля
Сутану римского покроя
И ваше золото, поля.
И, самый скромный современник,
Как жаворонок, Жамм поет,—
Ведь католический священник
Ему советы подает!
Священник слышит пенье птичье
И всякую живую весть.
Питает все его величье
Сияющей тонзуры честь.
Свет дивный от нее исходит,
Когда он вечером идет
Иль по утрам на рынке бродит
И милостыню подает.
Я поклонился, он ответил
Кивком учтивым головы,
И, говоря со мной, заметил:
«Католиком умрете вы!»
А в толщь унынья и безделья
Какой врезается алмаз,
Когда мы вспомним новоселье,
Что в Риме ожидает нас!
Там каноническое счастье,
Как солнце, стало на зенит,
И никакое самовластье
Ему сиять не запретит.
О, жаворонок, гибкий пленник,
Кто лучше песнь твою поймет,
Чем католический священник
В июле, в урожайный год! ",54
356,https://rustih.ru/osip-mandelshtam-petropol/,Петрополь,"
1
Мне холодно. Прозрачная весна
В зеленый пух Петрополь одевает,
Но, как медуза, невская волна
Мне отвращенье легкое внушает.
По набережной северной реки
Автомобилей мчатся светляки,
Летят стрекозы и жуки стальные,
Мерцают звезд булавки золотые,
Но никакие звезды не убьют
Морской воды тяжелый изумруд.
2
В Петрополе прозрачном мы умрем,
Где властвует над нами Прозерпина.
Мы в каждом вздохе смертный воздух пьем,
И каждый час нам смертная година.
Богиня моря, грозная Афина,
Сними могучий каменный шелом.
В Петрополе прозрачном мы умрем,—
Здесь царствуешь не ты, а Прозерпина. ",55
357,https://rustih.ru/osip-mandelshtam-pesn-volnogo-kazaka/,Песнь вольного казака,"
Я мужчина-лесбиянец,
Иностранец, иностранец.
На Лесбосе я возрос,
О, Лесбос, Лесбос, Лесбос! ",56
358,https://rustih.ru/osip-mandelshtam-plastinkoj-tonenkoj-zhilleta/,Пластинкой тоненькой жиллета,"
Пластинкой тоненькой жиллета
Легко щетину спячки снять:
Полуукраинское лето
Давай с тобою вспоминать.
Вы, именитые вершины,
Дерев косматых именины,—
Честь Рюисдалевых картин,—
И на почин лишь куст один
В янтарь и мясо красных глин.
Земля бежит наверх. Приятно
Глядеть на чистые пласты
И быть хозяином объятной
Семипалатной простоты.
Его холмы к далекой цели
Стогами легкими летели,
Его дорог степной бульвар
Как цепь шатров в тенистый жар!
И на пожар рванулась ива,
А тополь встал самолюбиво…
Над желтым лагерем жнивья
Морозных дымов колея.
А Дон еще как полукровка,
Сребрясь и мелко и неловко,
Воды набравши с полковша,
Терялся, что моя душа,
Когда на жесткие постели
Ложилось бремя вечеров
И, выходя из берегов,
Деревья-бражники шумели… ",57
359,https://rustih.ru/osip-mandelshtam-piligrim/,Пилигрим,"
Слишком легким плащом одетый,
Повторяю свои обеты.
Ветер треплет края одежды —
Не оставить ли нам надежды?
Плащ холодный — пускай скитальцы
Безотчетно сжимают пальцы.
Ветер веет неутомимо —
Веет вечно и веет мимо. ",58
360,https://rustih.ru/osip-mandelshtam-peshexod/,Пешеход,"
М. Л. Лозинскому
Я чувствую непобедимый страх
В присутствии таинственных высот.
Я ласточкой доволен в небесах,
И колокольни я люблю полет!
И, кажется, старинный пешеход,
Над пропастью, на гнущихся мостках
Я слушаю, как снежный ком растет
И вечность бьет на каменных часах.
Когда бы так! Но я не путник тот,
Мелькающий на выцветших листах,
И подлинно во мне печаль поет;
Действительно, лавина есть в горах!
И вся моя душа — в колоколах,
Но музыка от бездны не спасет! ",59
361,https://rustih.ru/osip-mandelshtam-podshipnik-s-sharikom/,Подшипник с шариком,"
Подшипник с шариком
Начни соревноваться —
Подшипники шипеть,
А шарики — кататься.  ",60
362,https://rustih.ru/osip-mandelshtam-podrazhanie-novogrecheskomu/,Подражание новогреческому,"
Девочку в деве щадя, с объясненьями юноша медлил
И через семьдесят лет молвил старухе*: люблю.
Мальчика в муже щадя, негодуя, медлила дева
И через семьдесят лет плюнула старцу в лицо.
_________________
* — В указанный момент юноше было 88 лет, а деве — 86 лет. ",61
363,https://rustih.ru/osip-mandelshtam-pod-grozovymi-oblakami/,Под грозовыми облаками,"
Под грозовыми облаками
Несется клекот вещих птиц:
Довольно огненных страниц
Уж перевернуто веками!
В священном страхе зверь живет —
И каждый совершил душою,
Как ласточка перед грозою,
Неописуемый полет.
Когда же солнце вас расплавит,
Серебряные облака,
И будет вышина легка,
И крылья тишина расправит? ",62
364,https://rustih.ru/osip-mandelshtam-po-nashim-vremenam-kuda-kak-stali-redki/,По нашим временам куда как стали редки,"
По нашим временам куда как стали редки
Любители почивших в бозе… Вот
В старинный склеп, где тихо тлеют предки,
Он входит. Снял собмреро. На киот
Перекрестился. Долг потомка справил,
И, в меру закусив, в вагоне лег костьми.
А вор его без шляпы и оставил.
Читатель, не кути с случайными людьми! ",63
365,https://rustih.ru/osip-mandelshtam-pleshhut-vody-flegetona/,Плещут воды Флегетона,"
Плещут воды Флегетона,
Стены Тартара дрожат.
Съеден торт — определенно —
Пястом пестуемый яд.  ",64
366,https://rustih.ru/osip-mandelshtam-polnoch-v-moskve/,Полночь в Москве,"
Полночь в Москве. Роскошно буддийское лето.
С дроботом мелким расходятся улицы в чоботах узких железных.
В черной оспе блаженствуют кольца бульваров…
Нет на Москву и ночью угомону,
Когда покой бежит из-под копыт…
Ты скажешь — где-то там на полигоне
Два клоуна засели — Бим и Бом,
И в ход пошли гребенки, молоточки,
То слышится гармоника губная,
То детское молочное пьянино:
— До-ре-ми-фа
И соль-фа-ми-ре-до.
Бывало, я, как помоложе, выйду
В проклеенном резиновом пальто
В широкую разлапицу бульваров,
Где спичечные ножки цыганочки в подоле бьются длинном,
Где арестованный медведь гуляет —
Самой природы вечный меньшевик.
И пахло до отказу лавровишней…
Куда же ты? Ни лавров нет, ни вишен…
Я подтяну бутылочную гирьку
Кухонных крупно скачущих часов.
Уж до чего шероховато время,
А все-таки люблю за хвост его ловить,
Ведь в беге собственном оно не виновато
Да, кажется, чуть-чуть жуликовато…
Чур, не просить, не жаловаться! Цыц!
Не хныкать —
для того ли разночинцы
Рассохлые топтали сапоги, чтоб я теперь их предал?
Мы умрем как пехотинцы,
Но не прославим ни хищи, ни поденщины, ни лжи.
Есть у нас паутинка шотландского старого пледа.
Ты меня им укроешь, как флагом военным, когда я умру.
Выпьем, дружок, за наше ячменное горе,
Выпьем до дна…
Из густо отработавших кино,
Убитые, как после хлороформа,
Выходят толпы — до чего они венозны,
И до чего им нужен кислород…
Пора вам знать, я тоже современник,
Я человек эпохи Москвошвея,-
Смотрите, как на мне топорщится пиджак,
Как я ступать и говорить умею!
Попробуйте меня от века оторвать,-
Ручаюсь вам — себе свернете шею!
Я говорю с эпохою, но разве
Душа у ней пеньковая и разве
Она у нас постыдно прижилась,
Как сморщенный зверек в тибетском храме:
Почешется и в цинковую ванну.
— Изобрази еще нам, Марь Иванна.
Пусть это оскорбительно — поймите:
Есть блуд труда и он у нас в крови.
Уже светает. Шумят сады зеленым телеграфом,
К Рембрандту входит в гости Рафаэль.
Он с Моцартом в Москве души не чает —
За карий глаз, за воробьиный хмель.
И словно пневматическую почту
Иль студенец медузы черноморской
Передают с квартиры на квартиру
Конвейером воздушным сквозняки,
Как майские студенты-шелапуты. ",65
367,https://rustih.ru/osip-mandelshtam-polyubil-ya-les-prekrasnyj/,Полюбил я лес прекрасный,"
Полюбил я лес прекрасный,
Смешанный, где козырь — дуб,
В листьях клена перец красный,
В иглах — еж-черноголуб.
Там фисташковые молкнут
Голоса на молоке,
И когда захочешь щелкнуть,
Правды нет на языке.
Там живет народец мелкий —
В желудевых шапках все —
И белок кровавый белки
Крутят в страшном колесе.
Там щавель, там вымя птичье,
Хвой павлинья кутерьма,
Ротозейство и величье
И скорлупчатая тьма.
Тычут шпагами шишиги,
В треуголках носачи,
На углях читают книги
С самоваром палачи.
И еще грибы-волнушки,
В сбруе тонкого дождя,
Вдруг поднимутся с опушки —
Так, немного погодя…
Там без выгоды уроды
Режутся в девятый вал,
Храп коня и крап колоды —
Кто кого? Пошел развал…
И деревья — брат на брата —
Восстают. Понять спеши:
До чего аляповаты,
До чего как хороши! ",66
368,https://rustih.ru/osip-mandelshtam-pomogi-gospod-etu-noch-prozhit/,"Помоги, Господь, эту ночь прожить","
Помоги, Господь, эту ночь прожить,
Я за жизнь боюсь, за твою рабу…
В Петербурге жить — словно спать в гробу. ",67
369,https://rustih.ru/osip-mandelshtam-posle-polunochi-serdce-voruet/,После полуночи сердце ворует,"
После полуночи сердце ворует
Прямо из рук запрещенную тишь.
Тихо живет — хорошо озорует,
Любишь — не любишь: ни с чем не сравнишь…
Любишь — не любишь, поймешь — не поймаешь.
Не потому ль, как подкидыш, молчишь,
Что пополуночи сердце пирует,
Взяв на прикус серебристую мышь? ",68
370,https://rustih.ru/osip-mandelshtam-poetu-more-po-kolenki/,Поэту море по коленки,"
Поэту море по коленки!
Смотрите: есть у Шепеленки,
Что с Аглаидой Бонифатий
Совокуплялся без объятий.
___
Нам не шелк, одна овчина,
Мы — несчастливый народ.
И в тетрадях чертовщина,
И в судьбе нашей не прет!
___
Голова твоя талантлива,
Живо сердце, не мертво,
Как убежище Мелантьево…
Впрочем, это ничего. ",69
371,https://rustih.ru/osip-mandelshtam-posox/,Посох,"
Посох мой, моя свобода —
Сердцевина бытия,
Скоро ль истиной народа
Станет истина моя?
Я земле не поклонился
Прежде, чем себя нашел;
Посох взял, развеселился
И в далекий Рим пошел.
А снега на черных пашнях
Не растают никогда,
И печаль моих домашних
Мне по-прежнему чужда.
Снег растает на утесах,
Солнцем истины палим,
Прав народ, вручивший посох
Мне, увидевшему Рим! ",70
372,https://rustih.ru/osip-mandelshtam-priroda-tot-zhe-rim/,Природа,"
Природа — тот же Рим и отразилась в нем.
Мы видим образы его гражданской мощи
В прозрачном воздухе, как в цирке голубом,
На форуме полей и в колоннаде рощи.
Природа — тот же Рим, и, кажется, опять
Нам незачем богов напрасно беспокоить —
Есть внутренности жертв, чтоб о войне гадать,
Рабы, чтобы молчать, и камни, чтобы строить! ",71
373,https://rustih.ru/osip-mandelshtam-privykayut-k-pchelovodu-pchely/,Привыкают к пчеловоду пчелы,"
Привыкают к пчеловоду пчелы,
Такова пчелиная порода…
Только я Ахматовой уколы
Двадцать три уже считаю года. ",72
374,https://rustih.ru/osip-mandelshtam-preodolev-zatverzhennost-prirody/,Преодолев затверженность природы,"
Преодолев затверженность природы,
Голуботвердый глаз проник в ее закон.
В земной коре юродствуют породы,
И как руда из груди рвется стон,
И тянется глухой недоразвиток
Как бы дорогой, согнутою в рог,
Понять пространства внутренний избыток
И лепестка и купола залог. ",73
375,https://rustih.ru/osip-mandelshtam-poyu-kogda-gortan-syra-dusha/,"Пою, когда гортань сыра, душа","
Пою, когда гортань сыра, душа — суха,
И в меру влажен взор, и не хитрит сознанье:
Здорово ли вино? Здоровы ли меха?
Здорово ли в крови Колхиды колыханье?
И грудь стесняется,— без языка — тиха:
Уже я не пою — поет мое дыханье —
И в горных ножнах слух, и голова глуха…
Песнь бескорыстная — сама себе хвала:
Утеха для друзей и для врагов — смола.
Песнь одноглазая, растущая из мха,-
Одноголосый дар охотничьего быта,-
Которую поют верхом и на верхах,
Держа дыханье вольно и открыто,
Заботясь лишь о том, чтоб честно и сердито
На свадьбу молодых доставить без греха. ",74
376,https://rustih.ru/osip-mandelshtam-promchalis-dni-moi/,Промчались дни мои,"
Промчались дни мои — как бы оленей
Косящий бег. Срок счастья был короче,
Чем взмах ресницы. Из последней мочи
Я в горсть зажал лишь пепел наслаждений.
По милости надменных обольщений
Ночует сердце в склепе скромной ночи,
К земле бескостной жмется. Средоточий
Знакомых ищет, сладостных сплетений.
Но то, что в ней едва существовало,
Днесь, вырвавшись наверх, в очаг лазури,
Пленять и ранить может как бывало.
И я догадываюсь, брови хмуря:
Как хороша? к какой толпе пристала?
Как там клубится легких складок буря? ",75
377,https://rustih.ru/osip-mandelshtam-prishla-natasha/,Пришла Наташа,"
1
Пришла Наташа. Где была?
Небось не ела, не пила.
И чует мать, черна как ночь:
Вином и луком пахнет дочь.
2
Если бы проведал бог,
Что Наташа педагог,
Он сказал бы; ради бога,
Уберите педагога!
3
— Наташа, как писать: «балда»?
— Когда идут на бал,— то: «да!»
— А «в полдень»? — Если день — то вместе,
А если ночь — то не скажу, по чести…
4
Наташа, ах, как мне неловко,
Что я не Генрих Гейне:
К головке — переводчик ейный —
Я б рифму закатил: плутовка.
5
Наташа, ах, как мне неловко!
На Загоровского, на маму —
То бишь на божию коровку
Заказывает эпиграмму! ",76
378,https://rustih.ru/osip-mandelshtam-pustuet-mesto/,Пустует место,"
Пустует место. Вечер длится,
Твоим отсутствием томим.
Назначенный устам твоим
Напиток на столе дымится.
Так ворожащими шагами
Пустынницы не подойдешь;
И на стекле не проведешь
Узора спящими губами;
Напрасно резвые извивы —
Покуда он еще дымит —
В пустынном воздухе чертит
Напиток долготерпеливый. ",77
379,https://rustih.ru/osip-mandelshtam-pust-v-dushnoj-komnate-gde-klochya-seroj-vaty/,"Пусть в душной комнате, где клочья серой ваты","
Пусть в душной комнате, где клочья серой ваты
И склянки с кислотой, часы хрипят и бьют,-
Гигантские шаги, с которых петли сняты,-
В туманной памяти виденья оживут.
И лихорадочный больной, тоской распятый,
Худыми пальцами свивая тонкий жгут,
Сжимает свой платок, как талисман крылатый,
И с отвращением глядит на круг минут…
То было в сентябре, вертелись флюгера,
И ставни хлопали,- но буйная игра
Гигантов и детей пророческой казалась,
И тело нежное то плавно подымалось,
То грузно падало: средь пестрого двора
Живая карусель, без музыки, вращалась! ",78
380,https://rustih.ru/osip-mandelshtam-razryvy-kruglyx-buxt-i-xryashh-i-sineva/,"Разрывы круглых бухт, и хрящ, и синева","
Разрывы круглых бухт, и хрящ, и синева,
И парус медленный, что облаком продолжен,-
Я с вами разлучен, вас оценив едва:
Длинней органных фуг, горька морей трава —
Ложноволосая — и пахнет долгой ложью,
Железной нежностью хмелеет голова,
И ржавчина чуть-чуть отлогий берег гложет…
Что ж мне под голову другой песок подложен?
Ты, горловой Урал, плечистое Поволжье
Иль этот ровный край — вот все мои права,-
И полной грудью их вдыхать еще я должен. ",79
381,https://rustih.ru/osip-mandelshtam-ravnodenstvie/,Равноденствие,"
Есть иволги в лесах, и гласных долгота
В тонических стихах единственная мера,
Но только раз в году бывает разлита
В природе длительность, как в метрике Гомера.
Как бы цезурою зияет этот день:
Уже с утра покой и трудные длинноты,
Волы на пастбище, и золотая лень
Из тростника извлечь богатство целой ноты. ",80
382,https://rustih.ru/osip-mandelshtam-rim-2/,Рим,"
Поговорим о Риме — дивный град!
Он утвердился купола победой.
Послушаем апостольское credo:
Несется пыль, и радуги висят.
На Авентине вечно ждут царя —
Двунадесятых праздников кануны,-
И строго-канонические луны —
Двенадцать слуг его календаря.
На дольний мир глядит сквозь облак хмурый
Над Форумом огромная луна,
И голова моя обнажена —
О, холод католической тонзуры! ",81
383,https://rustih.ru/osip-mandelshtam-rejms-i-keln/,Реймс и Кельн,"
…Но в старом Кельне тоже есть собор,
Неконченный и все-таки прекрасный,
И хоть один священник беспристрастный,
И в дивной целости стрельчатый бор.
Он потрясен чудовищным набатом,
И в грозный час, когда густеет мгла,
Немецкие поют колокола:
— Что сотворили вы над реймским братом? ",82
384,https://rustih.ru/osip-mandelshtam-rimskix-nochej-polnovesnye-slitki/,Римских ночей полновесные слитки,"
Римских ночей полновесные слитки,
Юношу Гете манившее лоно,-
Пусть я в ответе, но не в убытке:
Есть многодонная жизнь вне закона. ",83
385,https://rustih.ru/osip-mandelshtam-rozhdenie-ulybki/,Рождение улыбки,"
Когда заулыбается дитя
С развилинкой и горечи и сласти,
Концы его улыбки, не шутя,
Уходят в океанское безвластье.
Ему непобедимо хорошо,
Углами губ оно играет в славе —
И радужный уже строчится шов,
Для бесконечного познанья яви.
На лапы из воды поднялся материк —
Улитки рта наплыв и приближенье,—
И бьет в глаза один атлантов миг
Под легкий наигрыш хвалы и удивленья. ",84
386,https://rustih.ru/osip-mandelshtam-ruku-platkom-obmotaj/,Руку платком обмотай,"
Руку платком обмотай и в венценосный шиповник,
В самую гущу его целлулоидных терний
Смело, до хруста, ее погрузи. Добудем розу без ножниц.
Но смотри, чтобы он не осыпался сразу —
Розовый мусор — муслин — лепесток соломоновый —
И для шербета негодный дичок, не дающий ни масла, ни запаха. ",85
387,https://rustih.ru/osip-mandelshtam-s-p-kablukovu/,С. П. Каблукову,"
Я помню берег вековой
И скал глубокие морщины,
Где, покрывая шум морской,
Ваш раздавался голос львиный.
И Ваши бледные черты
И, в острых взорах византийца,
Огонь духовной красоты —
Запомнятся и будут сниться.
Вы чувствовали тайны нить,
Вы чуяли рожденье слова…
Лишь тот умеет похвалить,
Чье осуждение сурово. ",86
388,https://rustih.ru/osip-mandelshtam-s-rozovoj-penoj-ustalosti-u-myagkix-gub/,С розовой пеной усталости у мягких губ,"
С розовой пеной усталости у мягких губ
Яростно волны зеленые роет бык,
Фыркает, гребли не любит — женолюб,
Ноша хребту непривычна, и труд велик.
Изредка выскочит дельфина колесо
Да повстречается морской колючий еж,
Нежные руки Европы,— берите все!
Где ты для выи желанней ярмо найдешь?
Горько внимает Европа могучий плеск,
Тучное море кругом закипает в ключ,
Видно, страшит ее вод маслянистый блеск
И соскользнуть бы хотелось с шершавых круч.
О, сколько раз ей милее уключин скрип,
Лоном широкая палуба, гурт овец
И за высокой кормою мелькание рыб,—
С нею безвесельный дальше плывет гребец! ",87
389,https://rustih.ru/osip-mandelshtam-s-veselym-rzhaniem-pasutsya-tabuny/,С веселым ржанием пасутся табуны,"
С веселым ржанием пасутся табуны,
И римской ржавчиной окрасилась долина;
Сухое золото классической весны
Уносит времени прозрачная стремнина.
Топча по осени дубовые листы,
Что густо стелются пустынною тропинкой,
Я вспомню Цезаря прекрасные черты —
Сей профиль женственный с коварною горбинкой!
Здесь, Капитолия и Форума вдали,
Средь увядания спокойного природы,
Я слышу Августа и на краю земли
Державным яблоком катящиеся годы.
Да будет в старости печаль моя светла:
Я в Риме родился, и он ко мне вернулся;
Мне осень добрая волчицею была
И — месяц Цезаря — мне август улыбнулся. ",88
390,https://rustih.ru/osip-mandelshtam-segodnya-durnoj-den/,Сегодня дурной день,"
Сегодня дурной день,
Кузнечиков хор спит,
И сумрачных скал сень —
Мрачней гробовых плит.
Мелькающих стрел звон
И вещих ворон крик…
Я вижу дурной сон,
За мигом летит миг.
Явлений раздвинь грань,
Земную разрушь клеть
И яростный гимн грянь —
Бунтующих тайн медь!
О, маятник душ строг,
Качается глух, прям,
И страстно стучит рок
В запретную дверь к нам… ",89
391,https://rustih.ru/osip-mandelshtam-skazhu-l/,Скажу ль,"
Скажу ль,
Во Франции два брата, два Гонкура,
Эдмонд и Жуль,
Когда б не родились и не писали вместе,
Не оказали б им такой французы чести.
Два брата, но одна у братьев голова —
У них цилиндра два и редингота два…
Жуль если только книгу пишет,
Эдмонд не кушает, не дышит.
Покуда Жуль пером себя бессмертит,
Эдмонд мороженицу вертит.
А вечером, лей дождь хоть из ведра,
С Эдмондом Жуль идут в Гранд Опера.
И, не считаясь с тем, кто пишет лучше, плоше,
Друг другу подают не в очередь калоши.
Где братья, там салон, капустник иль премьера.
— Намедни я обедал у Флобера.
Нет, что ни говори,
Изрядно у него выходит «Бовари»!.. ",90
392,https://rustih.ru/osip-mandelshtam-skazhi-mne-chertezhnik-pustyni/,"Скажи мне, чертежник пустыни","
Скажи мне, чертежник пустыни,
Арабских песков геометр,
Ужели безудержность линий
Сильнее, чем дующий ветр?
— Меня не касается трепет
Его иудейских забот —
Он опыт из лепета лепит
И лепет из опыта пьет… ",91
393,https://rustih.ru/osip-mandelshtam-segodnya-mozhno-snyat-dekalkomani/,Сегодня можно снять декалькомани,"
Сегодня можно снять декалькомани,
Мизинец окунув в Москву-реку,
С разбойника Кремля. Какая прелесть
Фисташковые эти голубятни:
Хоть проса им насыпать, хоть овса…
А в недорослях кто? Иван Великий —
Великовозрастная колокольня —
Стоит себе еще болван болваном
Который век. Его бы за границу,
Чтоб доучился… Да куда там! Стыдно!
Река Москва в четырехтрубном дыме
И перед нами весь раскрытый город:
Купальщики-заводы и сады
Замоскворецкие. Не так ли,
Откинув палисандровую крышку
Огромного концертного рояля,
Мы проникаем в звучное нутро?
Белогвардейцы, вы его видали?
Рояль Москвы слыхали? Гули-гули!
Мне кажется, как всякое другое,
Ты, время, незаконно. Как мальчишка
За взрослыми в морщинистую воду,
Я, кажется, в грядущее вхожу,
И, кажется, его я не увижу…
Уж я не выйду в ногу с молодежью
На разлинованные стадионы,
Разбуженный повесткой мотоцикла,
Я на рассвете не вскочу с постели,
В стеклянные дворцы на курьих ножках
Я даже тенью легкой не войду.
Мне с каждым днем дышать все тяжелее,
А между тем нельзя повременить…
И рождены для наслажденья бегом
Лишь сердце человека и коня,
И Фауста бес — сухой и моложавый —
Вновь старику кидается в ребро
И подбивает взять почасно ялик,
Или махнуть на Воробьевы горы,
Иль на трамвае охлестнуть Москву.
Ей некогда. Она сегодня в няньках,
Все мечется. На сорок тысяч люлек
Она одна — и пряжа на руках. ",92
394,https://rustih.ru/osip-mandelshtam-skudnyj-luch-xolodnoj-meroyu/,Скудный луч холодной мерою,"
Скудный луч холодной мерою
Сеет свет в сыром лесу.
Я печаль, как птицу серую,
В сердце медленно несу.
Что мне делать с птицей раненой?
Твердь умолкла, умерла.
С колокольни отуманенной
Кто-то снял колокола.
И стоит осиротелая
И немая вышина,
Как пустая башня белая,
Где туман и тишина…
Утро, нежностью бездонное,
Полуявь и полусон —
Забытье неутоленное —
Дум туманный перезвон… ",93
395,https://rustih.ru/osip-mandelshtam-skvoz-voskovuyu-zanaves/,Сквозь восковую занавесь,"
Сквозь восковую занавесь,
Что нежно так сквозит,
Кустарник из тумана весь
Заплаканный глядит.
Простор, канвой окутанный,
Безжизненней кулис,
И месяц, весь опутанный,
Беспомощно повис.
Темнее занавеситься,
Все небо охватить
И пойманного месяца
Совсем не отпустить. ",94
396,https://rustih.ru/osip-mandelshtam-slyshu-slyshu-rannij-led/,"Слышу, слышу ранний лед","
Слышу, слышу ранний лед,
Шелестящий под мостами,
Вспоминаю, как плывет
Светлый хмель над головами.
С черствых лестниц, с площадей
С угловатыми дворцами
Круг Флоренции своей
Алигьери пел мощней
Утомленными губами.
Так гранит зернистый тот
Тень моя грызет очами,
Видит ночью ряд колод,
Днем казавшихся домами.
Или тень баклуши бьет
И позевывает с вами,
Иль шумит среди людей,
Греясь их вином и небом,
И несладким кормит хлебом
Неотвязных лебедей. ",95
397,https://rustih.ru/osip-mandelshtam-sluchajnaya-nebrezhnost-il-oslyshka/,Случайная небрежность иль ослышка,"
Случайная небрежность иль ослышка
Вредны уму, как толстяку аджика.
Сейчас пример мы приведем:
Один филолог,
Беседуя с невеждою вдвоем,
Употребил реченье «идиом».
И понадергали они друг другу челок!
Но виноват из двух друзей, конечно, тот,
Который услыхал оплошно: «идиот». ",96
398,https://rustih.ru/osip-mandelshtam-slovno-gulyaka-s-volshebnoyu-trostyu/,Словно гуляка с волшебною тростью,"
Словно гуляка с волшебною тростью,
Батюшков нежный со мною живет.
Он тополями шагает в замостье,
Нюхает розу и Дафну поет.
Ни на минуту не веря в разлуку,
Кажется, я поклонился ему:
В светлой перчатке холодную руку
Я с лихорадочной завистью жму.
Он усмехнулся. Я молвил: спасибо.
И не нашел от смущения слов:
— Ни у кого — этих звуков изгибы…
— И никогда — этот говор валов…
Наше мученье и наше богатство,
Косноязычный, с собой он принес —
Шум стихотворства и колокол братства
И гармонический проливень слез.
И отвечал мне оплакавший Тасса:
— Я к величаньям еще не привык;
Только стихов виноградное мясо
Мне освежило случайно язык…
Что ж! Поднимай удивленные брови
Ты, горожанин и друг горожан,
Вечные сны, как образчики крови,
Переливай из стакана в стакан… ",97
399,https://rustih.ru/osip-mandelshtam-sonet/,Сонет,"
Мне вспомнился старинный апокриф —
Марию Лев преследовал в пустыне
По той простой, по той святой причине,
Что был Иосиф долготерпелив.
Сей патриарх, немного почудив,
Марииной доверился гордыне —
Затем, что ей людей не надо ныне,
А Лев — дитя — небесной манной жив.
А между тем Мария так нежна,
Ее любовь так, боже мой, блажна,
Ее пустыня так бедна песками,
Что с рыжими смешались волосками
Янтарные, а кожа — мягче льна —
Кривыми оцарапана когтями. ",98
400,https://rustih.ru/osip-mandelshtam-sosnovoj-roshhicy-zakon/,Сосновой рощицы закон,"
Сосновой рощицы закон:
Виол и арф семейный звон.
Стволы извилисты и голы,
Но все же — арфы и виолы.
Растут, как будто каждый ствол
На арфу начал гнуть Эол
И бросил, о корнях жалея,
Жалея ствол, жалея сил,
Виолу с арфой пробудил
Звучать в коре, коричневея. ",99
401,https://rustih.ru/osip-mandelshtam-sport/,Спорт,"
Румяный шкипер бросил мяч тяжелый,
И черни он понравился вполне.
Потомки толстокожего футбола —
Крокет на льду и поло на коне.
Средь юношей теперь — по старине
Цветет прыжок и выпад дискобола,
Когда сойдутся в легком полотне,
Оксфорд и Кэмбридж — две приречных школы.
Но только тот действительно спортсмэн —
Кто разорвал печальной жизни плен:
Он знает мир, где дышит радость, пенясь…
И детского крокета молотки,
И северные наши городки,
И дар богов — великолепный теннис! ",100
402,https://rustih.ru/osip-mandelshtam-spit-bezmyatezhno/,Спит безмятежно,"
Спит безмятежно
Юрий Вермель.
Август. Бесснежно.
Впрочем, апрель.
В Дмитрове предок
Тризной почтен.
А напоследок —
В шляпе — мильтон. ",1
403,https://rustih.ru/osip-mandelshtam-sprosili-raz-u-voina/,Спросили раз у воина,"
Спросили раз у воина:
— На Шипке все спокойно ли?
Да,- отвечал он,- здесь на Шипке
Все признают свои ошибки.  ",2
404,https://rustih.ru/osip-mandelshtam-sredi-svyashhennikov-levitom-molodym/,Среди священников левитом молодым,"
Среди священников левитом молодым
На страже утренней он долго оставался.
Ночь иудейская сгущалася над ним,
И храм разрушенный угрюмо созидался.
Он говорил: небес тревожна желтизна!
Уж над Евфратом ночь: бегите, иереи!
А старцы думали: не наша в том вина —
Се черно-желтый свет, се радость Иудеи!
Он с нами был, когда на берегу ручья
Мы в драгоценный лен Субботу пеленали
И семисвещником тяжелым освещали
Ерусалима ночь и чад небытия. ",3
405,https://rustih.ru/osip-mandelshtam-sred-narodnogo-shuma-i-spexa/,Средь народного шума и спеха,"
Средь народного шума и спеха,
На вокзалах и пристанях
Смотрит века могучая веха
И бровей начинается взмах.
Я узнал, он узнал, ты узнала,
А потом куда хочешь влеки —
В говорливые дебри вокзала,
В ожиданья у мощной реки.
Далеко теперь та стоянка,
Тот с водой кипяченой бак,
На цепочке кружка-жестянка
И глаза застилавший мрак.
Шла пермяцкого говора сила,
Пассажирская шла борьба,
И ласкала меня и сверлила
Со стены этих глаз журьба.
Много скрыто дел предстоящих
В наших летчиках и жнецах,
И в товарищах реках и чащах,
И в товарищах городах…
Не припомнить того, что было:
Губки жарки, слова черствы —
Занавеску белую било,
Несся шум железной листвы.
А на деле-то было тихо,
Только шел пароход по реке,
Да за кедром цвела гречиха,
Рыба шла на речном говорке.
И к нему, в его сердцевину
Я без пропуска в Кремль вошел,
Разорвав расстояний холстину,
Головою повинной тяжел… ",4
